,NAME,Height,Weight,REACH,Stance,DOB,SLPM,STRA,SAPM,STRD,TD,TDA,TDD,SUBA
0,Antwain Britt,"6' 1""",205 lbs.,"77""",,"May 09, 1978",1.46,39%,2.81,44%,1.56,40%,50%,0
0,Jess Bouscal,--,155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Josh Barnett,"6' 3""",250 lbs.,"78""",Orthodox,"Nov 10, 1977",3.2,50%,2.11,57%,1.26,55%,55%,1.4
0,Will Brooks,"5' 10""",155 lbs.,"72""",Orthodox,"Oct 08, 1986",4.26,59%,2.54,56%,2.08,51%,82%,0.3
0,Frederick Brown,"6' 0""",235 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Bubba Bush,"6' 0""",185 lbs.,"73""",Orthodox,"Jul 24, 1985",0.63,55%,7.01,25%,2.82,50%,60%,0
0,Jerry Bohlander,"5' 11""",199 lbs.,--,Orthodox,"Feb 12, 1974",0,0%,0,0%,0,0%,0%,0
0,Carlos Barreto,"6' 4""",230 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Scott Bills,"5' 10""",170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Marco Beltran,"5' 8""",125 lbs.,"69""",Orthodox,"May 18, 1986",2.07,37%,1.93,63%,0.7,50%,46%,0.2
0,Nick Barnes,"5' 11""",170 lbs.,--,,--,2.86,29%,8.93,51%,5.36,100%,100%,5.4
0,Charlie Brenneman,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 09, 1981",1.52,56%,1.55,46%,4.23,42%,72%,0
0,Tom Blackledge,--,205 lbs.,--,,--,2.91,61%,2.55,46%,0,0%,75%,0
0,Allen Berube,"5' 8""",155 lbs.,--,Orthodox,"Aug 25, 1974",0.92,80%,0.92,33%,6.87,100%,0%,3.4
0,Derrick Burnsed,--,155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Jordan Bailey,"5' 9""",145 lbs.,--,,--,1.74,40%,0.29,0%,4.35,100%,0%,4.3
0,Shawn Bunch,"5' 5""",135 lbs.,--,,"Mar 19, 1983",0,0%,1.55,55%,0,0%,50%,0
0,Michael Byrnes,"5' 11""",155 lbs.,--,,"Jul 17, 1990",0,0%,0,0%,0,0%,0%,0
0,Maximo Blanco,"5' 8""",145 lbs.,"71""",Orthodox,"Oct 16, 1983",4.11,44%,3.19,66%,1.85,36%,63%,0.3
0,Phil Baroni,"5' 9""",170 lbs.,"72""",Orthodox,"Apr 16, 1976",2.77,45%,3.93,40%,1.46,47%,60%,0.5
0,Lyle Beerbohm,"5' 10""",155 lbs.,--,Southpaw,"Feb 05, 1979",1.98,55%,1.61,54%,2.1,23%,64%,0.3
0,Pat Benson,"5' 9""",155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Alexandre Barros,"5' 9""",170 lbs.,--,Southpaw,"Nov 19, 1976",0.98,40%,4.05,36%,1.84,50%,100%,0
0,Bryan Barberena,"6' 0""",170 lbs.,"72""",Southpaw,"May 03, 1989",4.89,49%,3.67,50%,0.35,40%,47%,0.3
0,Johnny Bedford,"5' 10""",135 lbs.,"71""",Orthodox,"Jan 06, 1983",4.53,50%,1.75,63%,1.83,62%,62%,0
0,Tom Breese,"6' 3""",185 lbs.,"73""",Southpaw,"Sep 26, 1991",3.85,49%,2.57,65%,0,0%,72%,0.3
0,Raoni Barcelos,"5' 7""",145 lbs.,"67""",Orthodox,"May 01, 1987",7.14,56%,8.88,54%,3.92,75%,66%,0
0,Chris Beal,"5' 7""",125 lbs.,"69""",Orthodox,"Aug 06, 1985",3.45,35%,3.18,61%,1.6,58%,78%,0.2
0,Mike Bronzoulis,"6' 0""",155 lbs.,--,,"Jan 05, 1979",1.13,34%,2.54,37%,0,0%,33%,0
0,Lee Brousseau,"6' 1""",205 lbs.,--,,"Oct 04, 1974",0,0%,0,0%,0,0%,0%,0
0,Poliana Botelho,"5' 8""",115 lbs.,--,Orthodox,"Dec 15, 1988",4.89,64%,1.87,52%,0.96,100%,100%,0
0,CM Punk,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 26, 1978",1.1,23%,4.87,40%,0.87,11%,0%,0
0,Mike Bourke,"6' 0""",275 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Mads Burnell,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 06, 1994",1.28,41%,2.71,51%,3.45,47%,22%,0.4
0,Steve Bosse,"5' 11""",205 lbs.,"72""",Orthodox,"Jul 29, 1981",5.99,52%,5.38,50%,0.92,33%,100%,0
0,Jay Bogan,--,145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Ariel Beck,"5' 6""",125 lbs.,"66""",,"Sep 16, 1990",4.44,34%,4.31,64%,0,0%,0%,0
0,Gilbert Burns,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 20, 1986",2.75,39%,3.57,57%,2.23,36%,38%,0.9
0,Rudy Bears,"5' 11""",170 lbs.,--,Southpaw,--,1.27,29%,2.53,50%,0,0%,0%,0
0,Jeremiah Billington,"5' 9""",205 lbs.,--,Orthodox,"Nov 14, 1977",1.6,62%,7.06,35%,0,0%,50%,0
0,Francimar Barroso,"6' 1""",205 lbs.,"75""",Orthodox,"Feb 28, 1980",2.77,52%,3.07,59%,2.22,24%,83%,0
0,Todd Brown,"5' 11""",205 lbs.,--,Orthodox,"Dec 13, 1976",2.15,45%,3.85,48%,0,0%,50%,0
0,Matt Bessette,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 28, 1984",4.36,41%,4.45,58%,0.64,28%,61%,0.3
0,Eric Bedard,"6' 2""",239 lbs.,--,,"Sep 11, 1984",6.37,35%,8.54,52%,0,0%,0%,0
0,Kyle Bochniak,"5' 7""",145 lbs.,"70""",Orthodox,"Feb 05, 1987",2.56,31%,4.31,60%,1,20%,62%,0
0,Lance Benoist,"5' 11""",170 lbs.,"73""",Southpaw,"Aug 26, 1988",3.68,51%,2.7,56%,1.5,33%,61%,0
0,Magomed Bibulatov,"5' 5""",125 lbs.,"65""",Orthodox,"Aug 22, 1988",3.37,44%,1.08,60%,1.8,28%,100%,0
0,Luc Bondole,"6' 2""",205 lbs.,--,,--,3.35,51%,2.04,62%,0,0%,0%,1.8
0,David Baron,"5' 6""",155 lbs.,--,Switch,"Feb 15, 1973",1.17,30%,2.1,56%,0,0%,14%,0.7
0,Izabela Badurek,"5' 5""",115 lbs.,--,Orthodox,"Jul 11, 1991",3.74,71%,4.9,32%,1.75,12%,100%,0
0,Edson Barboza,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 21, 1986",3.64,41%,4,60%,0.49,50%,80%,0.1
0,Mehdi Baghdad,"6' 1""",155 lbs.,"75""",Orthodox,"Apr 13, 1985",3.13,30%,4.56,46%,0,0%,33%,0
0,Blake Bowman,"6' 2""",170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Joe Benoit,"5' 9""",170 lbs.,--,Orthodox,"Mar 12, 1982",0,0%,0,100%,0,0%,0%,0
0,Jose Barreto,--,185 lbs.,--,Southpaw,--,0,0%,0,0%,0,0%,0%,0
0,David Blanco,"5' 7""",145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Raphael Butler,"6' 3""",261 lbs.,--,,"Jan 04, 1984",4.69,45%,0.94,91%,0,0%,100%,14.1
0,Manny Bermudez,"5' 10""",135 lbs.,"71""",Orthodox,"Jul 16, 1994",1.59,42%,2.52,64%,1.99,20%,0%,6
0,Edson Berto,"5' 6""",155 lbs.,--,Orthodox,"Jul 05, 1983",1.76,36%,4.62,47%,5.47,40%,0%,2.7
0,Tony Bonello,"6' 2""",185 lbs.,--,,--,0.62,33%,12.62,10%,0,0%,0%,0
0,Kyle Bolt,"6' 2""",185 lbs.,--,,--,7.27,52%,7.27,45%,0,0%,0%,0
0,Wuliji Buren,"5' 9""",145 lbs.,"69""",Orthodox,"Mar 01, 1989",1.13,28%,1.73,73%,4,36%,100%,0
0,Ali Bagautinov,"5' 4""",125 lbs.,"65""",Orthodox,"Jun 10, 1985",2.85,42%,3.09,52%,2.51,36%,65%,0.3
0,Marcin Bandel,"5' 10""",155 lbs.,"70""",Orthodox,"Oct 10, 1989",0.79,50%,5.26,23%,0,0%,0%,0
0,Salvador Becerra,"5' 9""",155 lbs.,--,,--,4.57,31%,3.83,58%,0,0%,66%,0
0,Seth Baczynski,"6' 3""",170 lbs.,"74""",Orthodox,"Oct 26, 1981",3.08,31%,3.14,51%,0.89,16%,48%,0.8
0,Ebenezer Fontes Braga,"6' 0""",199 lbs.,--,Orthodox,"Apr 14, 1969",2.42,50%,0.42,71%,0,0%,90%,0.6
0,Terrell Brown,--,185 lbs.,--,,"Apr 13, 1983",0,0%,0,0%,0,0%,0%,0
0,Amaury Bitetti,"5' 9""",185 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Scott Bessac,"6' 4""",245 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Alan Belcher,"6' 2""",185 lbs.,"73""",Orthodox,"Apr 24, 1984",2.7,41%,3.1,59%,0.44,26%,55%,0.9
0,Chris Birchler,"6' 3""",205 lbs.,--,,"Jun 05, 1987",0,0%,0,0%,0,0%,0%,0
0,Bret Bergmark,"5' 9""",170 lbs.,--,,"Nov 24, 1973",2.78,52%,2.78,37%,4.17,100%,50%,4.2
0,Josh Bryant,"5' 10""",185 lbs.,--,Orthodox,"Apr 23, 1980",1.1,20%,6.1,43%,0,0%,0%,0
0,Jason Black,"5' 8""",155 lbs.,--,Orthodox,"Jul 15, 1972",1.06,47%,2.6,45%,0.48,33%,28%,6.2
0,Mike Budnik,"5' 9""",145 lbs.,"68""",Orthodox,"Aug 08, 1974",0.65,52%,0.95,53%,0,0%,0%,3.4
0,Ryan Bastianelli,"5' 5""",135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Paul Buentello,"6' 2""",245 lbs.,"77""",Orthodox,"Jan 16, 1974",3.29,45%,3.83,52%,0.19,33%,39%,0.4
0,Charles Byrd,"5' 10""",185 lbs.,"73""",Orthodox,"Oct 11, 1983",3.33,58%,0.82,61%,3.77,100%,57%,2.8
0,Chris Bostick,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
0,Mikey Burnett,"5' 6""",170 lbs.,--,Orthodox,"Apr 12, 1974",0,0%,0,0%,0,0%,0%,0
0,Paul Bradley,"5' 9""",170 lbs.,--,Orthodox,"Jun 13, 1983",2.26,32%,4.13,56%,1.12,16%,100%,0
0,Chris Brennan,"5' 8""",170 lbs.,--,Orthodox,"Oct 12, 1971",0.6,40%,0.97,50%,0,0%,25%,2.1
0,Mark Bocek,"5' 8""",155 lbs.,"75""",Orthodox,"Oct 24, 1981",2.34,43%,2.32,60%,3.65,36%,31%,1.3
0,Chris Brown,--,170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Junie Browning,"5' 9""",155 lbs.,--,Orthodox,"May 12, 1984",3.76,48%,1.76,66%,3.53,66%,0%,3.5
0,Ashe Bowman,"5' 9""",155 lbs.,--,,"Nov 17, 1976",2.43,42%,4.86,57%,0,0%,0%,0
0,Shayna Baszler,"5' 7""",135 lbs.,"67""",Orthodox,"Aug 08, 1980",2.49,30%,6.36,51%,0.67,18%,44%,1.3
0,Dan Barrera,"5' 9""",170 lbs.,--,Orthodox,"Dec 23, 1980",0.8,70%,1.2,28%,1,8%,0%,0
0,Zak Bucia,"5' 10""",170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Kevin Burns,"5' 10""",170 lbs.,"74""",Orthodox,"Mar 03, 1980",2.74,38%,4.3,52%,0.28,50%,47%,0.8
0,Roger Bowling,"5' 9""",155 lbs.,"68""",Orthodox,"Dec 05, 1982",3.9,47%,3.86,51%,3.09,43%,27%,0.9
0,Marcus Brimage,"5' 4""",135 lbs.,"71""",Southpaw,"Apr 06, 1985",3.97,35%,3.64,56%,0.56,100%,80%,0
0,Rob Broughton,"6' 2""",265 lbs.,"74""",,"Mar 03, 1983",2.83,60%,2.54,51%,0,0%,26%,3.2
0,Marcus Bossett,"6' 1""",215 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Anton Berzin,"6' 2""",205 lbs.,--,Orthodox,"Sep 29, 1989",4.4,46%,6.8,67%,2,28%,0%,1
0,Mack Brewer,--,205 lbs.,--,,--,0,0%,6.67,36%,0,0%,0%,0
0,Jan Blachowicz,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983",3.79,49%,3.17,52%,1.57,52%,57%,0.3
0,Jason Blackford,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
0,Oluwale Bamgbose,"5' 11""",185 lbs.,"78""",Switch,"Aug 04, 1987",2.45,48%,2.7,55%,0.94,33%,37%,0
0,Maycee Barber,"5' 5""",115 lbs.,"65""",Switch,"May 18, 1998",0,0%,0,0%,0,0%,0%,0
0,Martin Buschkamp,"5' 9""",145 lbs.,"70""",Orthodox,"Jan 06, 1991",0,0%,0,0%,0,0%,0%,0
0,James Barnes,"5' 8""",145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Keith Berry,"6' 1""",185 lbs.,--,,"Oct 25, 1987",0,0%,7.5,45%,0,0%,0%,0
0,Kyle Bradley,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 19, 1982",1.99,40%,3.45,58%,0.65,50%,40%,0
0,Joseph Benavidez,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",3.44,32%,2.5,64%,1.26,27%,66%,0.7
0,Travis Browne,"6' 6""",255 lbs.,"79""",Orthodox,"Jul 17, 1982",2.93,41%,4.31,42%,1.21,68%,75%,0.2
0,Luke Barnatt,"6' 6""",185 lbs.,"77""",Orthodox,"Apr 13, 1988",4.43,36%,3.87,59%,0.63,42%,63%,0.4
0,Josh Bumgarner,"6' 1""",170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Fernando Bettega,--,170 lbs.,--,,"Mar 10, 1980",0,0%,0,0%,0,0%,0%,0
0,Stephen Banaszak,"6' 0""",145 lbs.,--,,"Dec 07, 1990",4.2,47%,1.15,66%,0,0%,100%,1.9
0,Goldman Butler,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
0,Roy Boughton,"6' 0""",205 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Francisco Bueno,"5' 9""",225 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Curtis Blaydes,"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991",4.2,50%,2.26,56%,6.82,57%,25%,0
0,Tim Boetsch,"6' 0""",185 lbs.,"74""",Orthodox,"Jan 28, 1981",2.94,51%,2.86,56%,1.56,35%,57%,0.8
0,Chase Beebe,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 29, 1985",2.17,38%,1.64,69%,2.49,42%,41%,0.9
0,Derek Bohi,"6' 4""",260 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Shamar Bailey,"5' 9""",155 lbs.,"75""",,"Sep 22, 1982",1.56,20%,3.91,69%,1.5,33%,37%,0
0,Kotetsu Boku,"5' 9""",154 lbs.,--,Orthodox,"May 27, 1977",2.47,42%,2.8,53%,0,0%,0%,0
0,Matt Brown,"6' 0""",170 lbs.,"75""",Orthodox,"Jan 10, 1981",3.78,53%,2.64,56%,1.57,46%,63%,1.6
0,Nick Bustamante,"5' 9""",170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Damien Brown,"5' 10""",155 lbs.,"68""",Orthodox,"Dec 25, 1984",3.66,38%,4.86,50%,0.68,27%,53%,0.7
0,George Bush,"6' 1""",205 lbs.,--,,--,6.35,64%,2.31,55%,17.31,66%,0%,0
0,Joshua Burkman,"5' 10""",170 lbs.,"72""",Orthodox,"Apr 10, 1980",2.69,43%,3.13,51%,2.53,36%,72%,0.3
0,Randy Brown,"6' 3""",170 lbs.,"78""",Orthodox,"Jul 08, 1990",2.89,44%,2.37,55%,0.99,41%,77%,0.6
0,Marcelo Brito,"6' 1""",170 lbs.,--,Orthodox,"Nov 27, 1977",0.6,20%,3.53,55%,0,0%,50%,0
0,Keith Berish,"6' 0""",205 lbs.,"73""",Orthodox,"Nov 14, 1985",3.58,36%,4.81,62%,1.76,40%,0%,0
0,Jesse Bongfeldt,"6' 0""",185 lbs.,--,Orthodox,"Aug 28, 1980",2.91,62%,1.01,50%,1.51,33%,33%,0
0,Dave Berry,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
0,Tae Hyun Bang,"5' 9""",155 lbs.,"71""",Switch,"Apr 15, 1983",2.72,38%,2.07,66%,0.49,33%,57%,0.5
0,Michael Bravo,--,155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Anthony Birchak,"5' 8""",135 lbs.,"69""",Orthodox,"May 16, 1986",3.98,35%,2.26,66%,0.68,16%,83%,0
0,Humberto Brown,"5' 10""",145 lbs.,"71""",,"Nov 03, 1984",1.71,50%,2.19,62%,1.43,25%,0%,0
0,Murilo Bustamante,"6' 2""",183 lbs.,--,Orthodox,"Jul 30, 1966",1.33,32%,1.9,60%,2.46,33%,54%,1.2
0,Todd Butler,"6' 1""",200 lbs.,--,Southpaw,--,0,0%,0,0%,0,0%,0%,0
0,Josh Burns,"6' 1""",244 lbs.,--,,"May 15, 1978",2.4,48%,5.73,32%,0,0%,100%,0
0,Nah-Shon Burrell,"5' 11""",170 lbs.,"73""",Orthodox,"Feb 05, 1990",4.83,47%,3.45,56%,0,0%,52%,0.3
0,Len Bentley,"5' 9""",155 lbs.,--,,"Nov 30, 1982",0,0%,0,0%,0,0%,0%,0
0,Junior Barata,"5' 10""",170 lbs.,--,Orthodox,"Jan 25, 1982",4.03,33%,8.46,34%,0,0%,0%,0
0,Dashawn Boatwright,"6' 0""",205 lbs.,--,Orthodox,"Feb 29, 1988",0,0%,52.5,12%,0,0%,0%,0
0,Jeremy Boczulak,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
0,Sean Bassett,--,155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Joey Beltran,"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981",4.92,36%,5.27,54%,0.48,18%,75%,0
0,Antonio Banuelos,"5' 5""",135 lbs.,"63""",Orthodox,"Sep 23, 1979",2.71,33%,3.3,58%,1.38,58%,85%,0.4
0,Dave Beneteau,"6' 2""",250 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Jeff Bedard,"5' 6""",145 lbs.,--,Orthodox,"Feb 06, 1970",0.8,51%,0,100%,3.43,66%,100%,2.6
0,Anthony Christodoulou,"5' 9""",155 lbs.,"72""",Orthodox,"Jul 30, 1987",2.19,26%,5.9,45%,0,0%,40%,0
0,Frank Camacho,"5' 10""",170 lbs.,"73""",Orthodox,"May 18, 1989",6.56,45%,7.62,54%,1.67,55%,80%,0
0,Mark Cherico,"5' 7""",145 lbs.,"69""",Orthodox,"May 12, 1986",3.69,34%,7.37,56%,5.03,50%,0%,0
0,JR Coughran,--,145 lbs.,--,,"May 17, 1994",0,0%,0,0%,0,0%,0%,0
0,Remo Cardarelli,--,135 lbs.,--,,--,2.27,47%,1.47,59%,0,0%,100%,0
0,Logan Clark,"6' 2""",185 lbs.,--,Orthodox,"Feb 16, 1985",2.2,54%,1.49,53%,0.31,100%,30%,2.1
0,Marcio Cruz,"6' 4""",232 lbs.,--,Orthodox,"Apr 24, 1978",2.92,46%,1.51,68%,0.53,7%,37%,1.6
0,Eric Castile,"5' 8""",145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Zak Cummings,"6' 0""",170 lbs.,"75""",Southpaw,"Aug 02, 1984",2.49,30%,2.86,52%,1.09,38%,66%,0.9
0,Dave Cochran,"5' 6""",155 lbs.,--,,"May 10, 1973",0,0%,0,0%,0,0%,0%,0
0,Jared Chaffee,"5' 10""",155 lbs.,--,,"Dec 15, 1984",0,0%,0,0%,0,0%,0%,0
0,John Cholish,"5' 11""",155 lbs.,"72""",Orthodox,"Dec 17, 1983",2.65,49%,2.29,73%,1.82,31%,78%,0.4
0,Donnie Chappell,"5' 11""",178 lbs.,--,Southpaw,--,0,0%,0,0%,0,0%,0%,0
0,Asbel Cancio,"5' 10""",225 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Jeff Curran,"5' 6""",135 lbs.,"69""",Orthodox,"Sep 02, 1977",1.54,31%,2.48,60%,0.35,12%,35%,1.2
0,Gabriel Checco,"6' 1""",185 lbs.,--,Switch,"Apr 03, 1986",0,0%,0,0%,0,0%,0%,0
0,Donald Cerrone,"6' 1""",170 lbs.,"73""",Orthodox,"Mar 29, 1983",4.12,47%,4.04,54%,1.3,35%,72%,1.4
0,Christian Colombo,"6' 5""",265 lbs.,"80""",Orthodox,"Jul 01, 1980",2.76,44%,4.02,42%,0,0%,33%,0
0,Josh Copeland,"6' 1""",265 lbs.,"75""",Orthodox,"Oct 20, 1982",1.03,31%,3.01,55%,0,0%,57%,0
0,Rafael Carvalho,"6' 3""",185 lbs.,--,,"Jul 27, 1986",1.94,50%,1.84,54%,2.77,40%,70%,0
0,Jadson Costa,"5' 7""",155 lbs.,--,Orthodox,--,0.2,50%,3.05,50%,0,0%,0%,0
0,Patrick Cote,"5' 11""",170 lbs.,"71""",Orthodox,"Feb 29, 1980",2.81,48%,3.21,48%,0.68,20%,43%,0.2
0,Kim Couture,"5' 8""",135 lbs.,--,Orthodox,"Dec 18, 1975",12.12,80%,2.31,69%,0,0%,0%,0
0,Brian Camozzi,"6' 2""",170 lbs.,"78""",Orthodox,"Jun 24, 1991",3.15,26%,6.39,54%,0,0%,0%,0.7
0,Mu Bae Choi,"6' 2""",230 lbs.,--,Orthodox,"Jun 27, 1970",1.55,49%,3.65,44%,3.12,75%,60%,1
0,Allen Crowder,"6' 3""",245 lbs.,"76""",Orthodox,"Nov 08, 1989",3.58,54%,2.33,60%,1.79,33%,100%,0.9
0,Guilherme Costa,--,155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Emilio Chavez,"5' 9""",145 lbs.,--,,--,2.73,48%,1.53,54%,3,50%,0%,0
0,Coltin Cole,--,185 lbs.,--,,"Apr 24, 1989",0,0%,0,0%,0,0%,0%,0
0,Michael Chiesa,"6' 1""",155 lbs.,"75""",Southpaw,"Dec 07, 1987",2.17,37%,2.45,50%,2.87,39%,68%,1.4
0,Chris Culley,--,145 lbs.,--,,"Mar 25, 1986",0,0%,0,0%,0,0%,0%,0
0,Katlyn Chookagian,"5' 9""",125 lbs.,"68""",Orthodox,"Dec 28, 1988",4,30%,3.8,64%,0,0%,57%,0.2
0,Ion Cutelaba,"6' 1""",205 lbs.,"75""",Southpaw,"Dec 14, 1993",4.15,31%,3.21,50%,2.16,66%,80%,0
0,Mike Ciesnolevicz,"6' 0""",235 lbs.,--,Orthodox,"Oct 28, 1979",0.51,50%,4.62,57%,0,0%,20%,5.1
0,Murad Chunkaiev,"5' 11""",185 lbs.,--,Orthodox,--,0.85,16%,3.41,66%,8.53,100%,0%,0
0,Nikk Covert,"5' 8""",185 lbs.,--,,"Aug 04, 1969",0,0%,0,0%,0,0%,0%,0
0,Tim Catalfo,"5' 11""",235 lbs.,--,Orthodox,--,0.39,100%,0.77,33%,0,0%,0%,0
0,Everett Cummings,--,205 lbs.,--,,--,0.43,60%,4.34,45%,0,0%,0%,2.2
0,Bill Cooper,--,155 lbs.,--,,"May 05, 1984",0,0%,0,0%,0,0%,0%,0
0,Chico Camus,"5' 6""",125 lbs.,"66""",Orthodox,"Jan 26, 1985",2.58,41%,2.46,64%,0.77,40%,72%,0.4
0,Andrew Craig,"6' 1""",170 lbs.,"76""",Orthodox,"Jan 15, 1986",2.39,40%,3.01,50%,0.53,37%,72%,0
0,Abel Cullum,"5' 7""",139 lbs.,--,Orthodox,"Apr 21, 1987",1.82,40%,1.23,46%,4.01,52%,0%,2.8
0,Laverne Clark,"5' 11""",170 lbs.,--,Orthodox,"Dec 02, 1973",0,0%,0,0%,0,0%,0%,0
0,Heather Jo Clark,"5' 6""",115 lbs.,"64""",,"Sep 19, 1980",3.69,49%,5.62,50%,0.33,4%,80%,0.3
0,Yosdenis Cedeno,"5' 8""",155 lbs.,"69""",Orthodox,"Feb 12, 1985",1.64,29%,1.6,67%,0,0%,31%,0.3
0,Tim Caron,"6' 1""",185 lbs.,--,Orthodox,"Jul 24, 1987",0.59,50%,6.9,12%,0,0%,0%,0
0,Hong Man Choi,"7' 2""",330 lbs.,--,Orthodox,"Oct 30, 1980",1.32,26%,1.46,36%,0.71,100%,84%,0
0,Luke Cummo,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 27, 1980",1.74,43%,1.5,59%,0.89,55%,42%,1.4
0,John Clarke,--,170 lbs.,--,,"Aug 15, 1977",0,0%,0,0%,0,0%,0%,0
0,Paul Creighton,"5' 6""",155 lbs.,--,Southpaw,"Jun 04, 1970",0.72,75%,4.65,30%,5.37,37%,0%,0
0,Will Campuzano,"5' 9""",125 lbs.,"70""",Orthodox,"May 27, 1986",2.43,31%,3.82,57%,0.88,45%,48%,0.2
0,Ivan Cole,"5' 9""",135 lbs.,--,,"Nov 30, 1990",2.68,36%,4.69,46%,0,0%,0%,0
0,Dominic Clark,"5' 10""",155 lbs.,--,,"Aug 01, 1985",0,0%,0,0%,0,0%,0%,0
0,Jeremiah Constant,"6' 1""",240 lbs.,--,Orthodox,"Jul 19, 1974",1.5,75%,3.25,43%,0,0%,0%,7.5
0,Roger Carroll,"5' 10""",170 lbs.,--,,--,7.62,61%,10.48,43%,0,0%,100%,0
0,Cynthia Calvillo,"5' 4""",115 lbs.,"64""",Orthodox,"Jul 13, 1987",3.29,37%,3.29,65%,1.59,50%,69%,2.5
0,Bryan Caraway,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 04, 1984",2.43,33%,3.43,54%,2.62,26%,80%,0.8
0,Bob Cook,"5' 9""",170 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Frank Caracci,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
0,Shonie Carter,"5' 10""",170 lbs.,--,Southpaw,"May 03, 1972",1.62,36%,2.32,47%,0.75,66%,75%,0
0,Chris Cariaso,"5' 3""",125 lbs.,"63""",Southpaw,"May 27, 1981",3.35,43%,2.23,61%,1.11,39%,57%,0.8
0,Alberto Crane,"5' 5""",155 lbs.,--,Orthodox,"Jul 14, 1976",0.43,25%,2.61,57%,0,0%,50%,4
0,Henry Corrales,"5' 9""",145 lbs.,--,,--,4.12,41%,5.84,55%,0,0%,69%,0
0,Ryan Couture,"5' 10""",155 lbs.,"75""",Orthodox,"Aug 27, 1982",3.54,45%,2.87,54%,1.55,29%,46%,1.3
0,Chris Camozzi,"6' 2""",185 lbs.,"76""",Orthodox,"Nov 20, 1986",3.57,44%,2.96,56%,0.27,19%,57%,0.5
0,Josh Clopton,"5' 6""",145 lbs.,"68""",Orthodox,"Jul 11, 1981",1.6,64%,2.87,50%,2,66%,75%,0
0,Raul Castillo,"5' 11""",185 lbs.,--,Orthodox,--,1.47,48%,3.27,60%,0,0%,0%,0
0,Bobby Cooper,"6' 1""",155 lbs.,--,,--,2.87,25%,3.4,59%,0,0%,40%,1
0,Rafael Carino,"6' 8""",245 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Cody Canterbury,"5' 8""",155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Jonathan Contrestano,--,155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Alex Caceres,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 20, 1988",3.86,49%,2.78,63%,0.57,75%,59%,0.8
