,Unnamed: 0,NAME,Height,Weight,REACH,Stance,DOB,SLPM,STRA,SAPM,STRD,TD,TDA,TDD,SUBA
227,0,Shawn Bunch,"5' 5""",135 lbs.,--,,"Mar 19, 1983",0.0,0.0,1.55,0.55,0.0,0.0,0.5,0.0
229,0,Maximo Blanco,"5' 8""",145 lbs.,"71""",Orthodox,"Oct 16, 1983",4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3
230,0,Phil Baroni,"5' 9""",170 lbs.,"72""",Orthodox,"Apr 16, 1976",2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5
231,0,Lyle Beerbohm,"5' 10""",155 lbs.,--,Southpaw,"Feb 05, 1979",1.98,0.55,1.61,0.54,2.1,0.23,0.64,0.3
233,0,Alexandre Barros,"5' 9""",170 lbs.,--,Southpaw,"Nov 19, 1976",0.98,0.4,4.05,0.36,1.84,0.5,1.0,0.0
234,0,Bryan Barberena,"6' 0""",170 lbs.,"72""",Southpaw,"May 03, 1989",4.89,0.49,3.67,0.5,0.35,0.4,0.47,0.3
235,0,Johnny Bedford,"5' 10""",135 lbs.,"71""",Orthodox,"Jan 06, 1983",4.53,0.5,1.75,0.63,1.83,0.62,0.62,0.0
236,0,Tom Breese,"6' 3""",185 lbs.,"73""",Southpaw,"Sep 26, 1991",3.85,0.49,2.57,0.65,0.0,0.0,0.72,0.3
237,0,Raoni Barcelos,"5' 7""",145 lbs.,"67""",Orthodox,"May 01, 1987",7.14,0.56,8.88,0.54,3.92,0.75,0.66,0.0
238,0,Chris Beal,"5' 7""",125 lbs.,"69""",Orthodox,"Aug 06, 1985",3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2
239,0,Mike Bronzoulis,"6' 0""",155 lbs.,--,,"Jan 05, 1979",1.13,0.34,2.54,0.37,0.0,0.0,0.33,0.0
241,0,Poliana Botelho,"5' 8""",115 lbs.,--,Orthodox,"Dec 15, 1988",4.89,0.64,1.87,0.52,0.96,1.0,1.0,0.0
242,0,CM Punk,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 26, 1978",1.1,0.23,4.87,0.4,0.87,0.11,0.0,0.0
244,0,Mads Burnell,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 06, 1994",1.28,0.41,2.71,0.51,3.45,0.47,0.22,0.4
245,0,Steve Bosse,"5' 11""",205 lbs.,"72""",Orthodox,"Jul 29, 1981",5.99,0.52,5.38,0.5,0.92,0.33,1.0,0.0
247,0,Ariel Beck,"5' 6""",125 lbs.,"66""",,"Sep 16, 1990",4.44,0.34,4.31,0.64,0.0,0.0,0.0,0.0
248,0,Gilbert Burns,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 20, 1986",2.75,0.39,3.57,0.57,2.23,0.36,0.38,0.9
249,0,Rudy Bears,"5' 11""",170 lbs.,--,Southpaw,--,1.27,0.29,2.53,0.5,0.0,0.0,0.0,0.0
250,0,Jeremiah Billington,"5' 9""",205 lbs.,--,Orthodox,"Nov 14, 1977",1.6,0.62,7.06,0.35,0.0,0.0,0.5,0.0
251,0,Francimar Barroso,"6' 1""",205 lbs.,"75""",Orthodox,"Feb 28, 1980",2.77,0.52,3.07,0.59,2.22,0.24,0.83,0.0
252,0,Todd Brown,"5' 11""",205 lbs.,--,Orthodox,"Dec 13, 1976",2.15,0.45,3.85,0.48,0.0,0.0,0.5,0.0
253,0,Matt Bessette,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 28, 1984",4.36,0.41,4.45,0.58,0.64,0.28,0.61,0.3
254,0,Eric Bedard,"6' 2""",239 lbs.,--,,"Sep 11, 1984",6.37,0.35,8.54,0.52,0.0,0.0,0.0,0.0
255,0,Kyle Bochniak,"5' 7""",145 lbs.,"70""",Orthodox,"Feb 05, 1987",2.56,0.31,4.31,0.6,1.0,0.2,0.62,0.0
256,0,Lance Benoist,"5' 11""",170 lbs.,"73""",Southpaw,"Aug 26, 1988",3.68,0.51,2.7,0.56,1.5,0.33,0.61,0.0
257,0,Magomed Bibulatov,"5' 5""",125 lbs.,"65""",Orthodox,"Aug 22, 1988",3.37,0.44,1.08,0.6,1.8,0.28,1.0,0.0
258,0,Luc Bondole,"6' 2""",205 lbs.,--,,--,3.35,0.51,2.04,0.62,0.0,0.0,0.0,1.8
259,0,David Baron,"5' 6""",155 lbs.,--,Switch,"Feb 15, 1973",1.17,0.3,2.1,0.56,0.0,0.0,0.14,0.7
260,0,Izabela Badurek,"5' 5""",115 lbs.,--,Orthodox,"Jul 11, 1991",3.74,0.71,4.9,0.32,1.75,0.12,1.0,0.0
261,0,Edson Barboza,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 21, 1986",3.64,0.41,4.0,0.6,0.49,0.5,0.8,0.1
262,0,Mehdi Baghdad,"6' 1""",155 lbs.,"75""",Orthodox,"Apr 13, 1985",3.13,0.3,4.56,0.46,0.0,0.0,0.33,0.0
264,0,Joe Benoit,"5' 9""",170 lbs.,--,Orthodox,"Mar 12, 1982",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
267,0,Raphael Butler,"6' 3""",261 lbs.,--,,"Jan 04, 1984",4.69,0.45,0.94,0.91,0.0,0.0,1.0,14.1
268,0,Manny Bermudez,"5' 10""",135 lbs.,"71""",Orthodox,"Jul 16, 1994",1.59,0.42,2.52,0.64,1.99,0.2,0.0,6.0
269,0,Edson Berto,"5' 6""",155 lbs.,--,Orthodox,"Jul 05, 1983",1.76,0.36,4.62,0.47,5.47,0.4,0.0,2.7
270,0,Tony Bonello,"6' 2""",185 lbs.,--,,--,0.62,0.33,12.62,0.1,0.0,0.0,0.0,0.0
271,0,Kyle Bolt,"6' 2""",185 lbs.,--,,--,7.27,0.52,7.27,0.45,0.0,0.0,0.0,0.0
272,0,Wuliji Buren,"5' 9""",145 lbs.,"69""",Orthodox,"Mar 01, 1989",1.13,0.28,1.73,0.73,4.0,0.36,1.0,0.0
273,0,Ali Bagautinov,"5' 4""",125 lbs.,"65""",Orthodox,"Jun 10, 1985",2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3
274,0,Marcin Bandel,"5' 10""",155 lbs.,"70""",Orthodox,"Oct 10, 1989",0.79,0.5,5.26,0.23,0.0,0.0,0.0,0.0
275,0,Salvador Becerra,"5' 9""",155 lbs.,--,,--,4.57,0.31,3.83,0.58,0.0,0.0,0.66,0.0
276,0,Seth Baczynski,"6' 3""",170 lbs.,"74""",Orthodox,"Oct 26, 1981",3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8
277,0,Ebenezer Fontes Braga,"6' 0""",199 lbs.,--,Orthodox,"Apr 14, 1969",2.42,0.5,0.42,0.71,0.0,0.0,0.9,0.6
281,0,Alan Belcher,"6' 2""",185 lbs.,"73""",Orthodox,"Apr 24, 1984",2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9
283,0,Bret Bergmark,"5' 9""",170 lbs.,--,,"Nov 24, 1973",2.78,0.52,2.78,0.37,4.17,1.0,0.5,4.2
284,0,Josh Bryant,"5' 10""",185 lbs.,--,Orthodox,"Apr 23, 1980",1.1,0.2,6.1,0.43,0.0,0.0,0.0,0.0
285,0,Jason Black,"5' 8""",155 lbs.,--,Orthodox,"Jul 15, 1972",1.06,0.47,2.6,0.45,0.48,0.33,0.28,6.2
286,0,Mike Budnik,"5' 9""",145 lbs.,"68""",Orthodox,"Aug 08, 1974",0.65,0.52,0.95,0.53,0.0,0.0,0.0,3.4
288,0,Paul Buentello,"6' 2""",245 lbs.,"77""",Orthodox,"Jan 16, 1974",3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4
289,0,Charles Byrd,"5' 10""",185 lbs.,"73""",Orthodox,"Oct 11, 1983",3.33,0.58,0.82,0.61,3.77,1.0,0.57,2.8
292,0,Paul Bradley,"5' 9""",170 lbs.,--,Orthodox,"Jun 13, 1983",2.26,0.32,4.13,0.56,1.12,0.16,1.0,0.0
293,0,Chris Brennan,"5' 8""",170 lbs.,--,Orthodox,"Oct 12, 1971",0.6,0.4,0.97,0.5,0.0,0.0,0.25,2.1
294,0,Mark Bocek,"5' 8""",155 lbs.,"75""",Orthodox,"Oct 24, 1981",2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3
296,0,Junie Browning,"5' 9""",155 lbs.,--,Orthodox,"May 12, 1984",3.76,0.48,1.76,0.66,3.53,0.66,0.0,3.5
297,0,Ashe Bowman,"5' 9""",155 lbs.,--,,"Nov 17, 1976",2.43,0.42,4.86,0.57,0.0,0.0,0.0,0.0
298,0,Shayna Baszler,"5' 7""",135 lbs.,"67""",Orthodox,"Aug 08, 1980",2.49,0.3,6.36,0.51,0.67,0.18,0.44,1.3
299,0,Dan Barrera,"5' 9""",170 lbs.,--,Orthodox,"Dec 23, 1980",0.8,0.7,1.2,0.28,1.0,0.08,0.0,0.0
301,0,Kevin Burns,"5' 10""",170 lbs.,"74""",Orthodox,"Mar 03, 1980",2.74,0.38,4.3,0.52,0.28,0.5,0.47,0.8
302,0,Roger Bowling,"5' 9""",155 lbs.,"68""",Orthodox,"Dec 05, 1982",3.9,0.47,3.86,0.51,3.09,0.43,0.27,0.9
303,0,Marcus Brimage,"5' 4""",135 lbs.,"71""",Southpaw,"Apr 06, 1985",3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0
304,0,Rob Broughton,"6' 2""",265 lbs.,"74""",,"Mar 03, 1983",2.83,0.6,2.54,0.51,0.0,0.0,0.26,3.2
306,0,Anton Berzin,"6' 2""",205 lbs.,--,Orthodox,"Sep 29, 1989",4.4,0.46,6.8,0.67,2.0,0.28,0.0,1.0
307,0,Mack Brewer,--,205 lbs.,--,,--,0.0,0.0,6.67,0.36,0.0,0.0,0.0,0.0
308,0,Jan Blachowicz,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983",3.79,0.49,3.17,0.52,1.57,0.52,0.57,0.3
310,0,Oluwale Bamgbose,"5' 11""",185 lbs.,"78""",Switch,"Aug 04, 1987",2.45,0.48,2.7,0.55,0.94,0.33,0.37,0.0
314,0,Keith Berry,"6' 1""",185 lbs.,--,,"Oct 25, 1987",0.0,0.0,7.5,0.45,0.0,0.0,0.0,0.0
315,0,Kyle Bradley,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 19, 1982",1.99,0.4,3.45,0.58,0.65,0.5,0.4,0.0
316,0,Joseph Benavidez,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",3.44,0.32,2.5,0.64,1.26,0.27,0.66,0.7
317,0,Travis Browne,"6' 6""",255 lbs.,"79""",Orthodox,"Jul 17, 1982",2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2
318,0,Luke Barnatt,"6' 6""",185 lbs.,"77""",Orthodox,"Apr 13, 1988",4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4
321,0,Stephen Banaszak,"6' 0""",145 lbs.,--,,"Dec 07, 1990",4.2,0.47,1.15,0.66,0.0,0.0,1.0,1.9
325,0,Curtis Blaydes,"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991",4.2,0.5,2.26,0.56,6.82,0.57,0.25,0.0
326,0,Tim Boetsch,"6' 0""",185 lbs.,"74""",Orthodox,"Jan 28, 1981",2.94,0.51,2.86,0.56,1.56,0.35,0.57,0.8
327,0,Chase Beebe,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 29, 1985",2.17,0.38,1.64,0.69,2.49,0.42,0.41,0.9
329,0,Shamar Bailey,"5' 9""",155 lbs.,"75""",,"Sep 22, 1982",1.56,0.2,3.91,0.69,1.5,0.33,0.37,0.0
330,0,Kotetsu Boku,"5' 9""",154 lbs.,--,Orthodox,"May 27, 1977",2.47,0.42,2.8,0.53,0.0,0.0,0.0,0.0
331,0,Matt Brown,"6' 0""",170 lbs.,"75""",Orthodox,"Jan 10, 1981",3.78,0.53,2.64,0.56,1.57,0.46,0.63,1.6
333,0,Damien Brown,"5' 10""",155 lbs.,"68""",Orthodox,"Dec 25, 1984",3.66,0.38,4.86,0.5,0.68,0.27,0.53,0.7
334,0,George Bush,"6' 1""",205 lbs.,--,,--,6.35,0.64,2.31,0.55,17.31,0.66,0.0,0.0
335,0,Joshua Burkman,"5' 10""",170 lbs.,"72""",Orthodox,"Apr 10, 1980",2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3
336,0,Randy Brown,"6' 3""",170 lbs.,"78""",Orthodox,"Jul 08, 1990",2.89,0.44,2.37,0.55,0.99,0.41,0.77,0.6
337,0,Marcelo Brito,"6' 1""",170 lbs.,--,Orthodox,"Nov 27, 1977",0.6,0.2,3.53,0.55,0.0,0.0,0.5,0.0
338,0,Keith Berish,"6' 0""",205 lbs.,"73""",Orthodox,"Nov 14, 1985",3.58,0.36,4.81,0.62,1.76,0.4,0.0,0.0
339,0,Jesse Bongfeldt,"6' 0""",185 lbs.,--,Orthodox,"Aug 28, 1980",2.91,0.62,1.01,0.5,1.51,0.33,0.33,0.0
341,0,Tae Hyun Bang,"5' 9""",155 lbs.,"71""",Switch,"Apr 15, 1983",2.72,0.38,2.07,0.66,0.49,0.33,0.57,0.5
343,0,Anthony Birchak,"5' 8""",135 lbs.,"69""",Orthodox,"May 16, 1986",3.98,0.35,2.26,0.66,0.68,0.16,0.83,0.0
344,0,Humberto Brown,"5' 10""",145 lbs.,"71""",,"Nov 03, 1984",1.71,0.5,2.19,0.62,1.43,0.25,0.0,0.0
345,0,Murilo Bustamante,"6' 2""",183 lbs.,--,Orthodox,"Jul 30, 1966",1.33,0.32,1.9,0.6,2.46,0.33,0.54,1.2
347,0,Josh Burns,"6' 1""",244 lbs.,--,,"May 15, 1978",2.4,0.48,5.73,0.32,0.0,0.0,1.0,0.0
348,0,Nah-Shon Burrell,"5' 11""",170 lbs.,"73""",Orthodox,"Feb 05, 1990",4.83,0.47,3.45,0.56,0.0,0.0,0.52,0.3
350,0,Junior Barata,"5' 10""",170 lbs.,--,Orthodox,"Jan 25, 1982",4.03,0.33,8.46,0.34,0.0,0.0,0.0,0.0
351,0,Dashawn Boatwright,"6' 0""",205 lbs.,--,Orthodox,"Feb 29, 1988",0.0,0.0,52.5,0.12,0.0,0.0,0.0,0.0
354,0,Joey Beltran,"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981",4.92,0.36,5.27,0.54,0.48,0.18,0.75,0.0
355,0,Antonio Banuelos,"5' 5""",135 lbs.,"63""",Orthodox,"Sep 23, 1979",2.71,0.33,3.3,0.58,1.38,0.58,0.85,0.4
357,0,Jeff Bedard,"5' 6""",145 lbs.,--,Orthodox,"Feb 06, 1970",0.8,0.51,0.0,1.0,3.43,0.66,1.0,2.6
358,0,Anthony Christodoulou,"5' 9""",155 lbs.,"72""",Orthodox,"Jul 30, 1987",2.19,0.26,5.9,0.45,0.0,0.0,0.4,0.0
359,0,Frank Camacho,"5' 10""",170 lbs.,"73""",Orthodox,"May 18, 1989",6.56,0.45,7.62,0.54,1.67,0.55,0.8,0.0
360,0,Mark Cherico,"5' 7""",145 lbs.,"69""",Orthodox,"May 12, 1986",3.69,0.34,7.37,0.56,5.03,0.5,0.0,0.0
362,0,Remo Cardarelli,--,135 lbs.,--,,--,2.27,0.47,1.47,0.59,0.0,0.0,1.0,0.0
363,0,Logan Clark,"6' 2""",185 lbs.,--,Orthodox,"Feb 16, 1985",2.2,0.54,1.49,0.53,0.31,1.0,0.3,2.1
364,0,Marcio Cruz,"6' 4""",232 lbs.,--,Orthodox,"Apr 24, 1978",2.92,0.46,1.51,0.68,0.53,0.07,0.37,1.6
366,0,Zak Cummings,"6' 0""",170 lbs.,"75""",Southpaw,"Aug 02, 1984",2.49,0.3,2.86,0.52,1.09,0.38,0.66,0.9
369,0,John Cholish,"5' 11""",155 lbs.,"72""",Orthodox,"Dec 17, 1983",2.65,0.49,2.29,0.73,1.82,0.31,0.78,0.4
372,0,Jeff Curran,"5' 6""",135 lbs.,"69""",Orthodox,"Sep 02, 1977",1.54,0.31,2.48,0.6,0.35,0.12,0.35,1.2
374,0,Donald Cerrone,"6' 1""",170 lbs.,"73""",Orthodox,"Mar 29, 1983",4.12,0.47,4.04,0.54,1.3,0.35,0.72,1.4
375,0,Christian Colombo,"6' 5""",265 lbs.,"80""",Orthodox,"Jul 01, 1980",2.76,0.44,4.02,0.42,0.0,0.0,0.33,0.0
376,0,Josh Copeland,"6' 1""",265 lbs.,"75""",Orthodox,"Oct 20, 1982",1.03,0.31,3.01,0.55,0.0,0.0,0.57,0.0
377,0,Rafael Carvalho,"6' 3""",185 lbs.,--,,"Jul 27, 1986",1.94,0.5,1.84,0.54,2.77,0.4,0.7,0.0
378,0,Jadson Costa,"5' 7""",155 lbs.,--,Orthodox,--,0.2,0.5,3.05,0.5,0.0,0.0,0.0,0.0
379,0,Patrick Cote,"5' 11""",170 lbs.,"71""",Orthodox,"Feb 29, 1980",2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2
380,0,Kim Couture,"5' 8""",135 lbs.,--,Orthodox,"Dec 18, 1975",12.12,0.8,2.31,0.69,0.0,0.0,0.0,0.0
381,0,Brian Camozzi,"6' 2""",170 lbs.,"78""",Orthodox,"Jun 24, 1991",3.15,0.26,6.39,0.54,0.0,0.0,0.0,0.7
382,0,Mu Bae Choi,"6' 2""",230 lbs.,--,Orthodox,"Jun 27, 1970",1.55,0.49,3.65,0.44,3.12,0.75,0.6,1.0
383,0,Allen Crowder,"6' 3""",245 lbs.,"76""",Orthodox,"Nov 08, 1989",3.58,0.54,2.33,0.6,1.79,0.33,1.0,0.9
385,0,Emilio Chavez,"5' 9""",145 lbs.,--,,--,2.73,0.48,1.53,0.54,3.0,0.5,0.0,0.0
387,0,Michael Chiesa,"6' 1""",155 lbs.,"75""",Southpaw,"Dec 07, 1987",2.17,0.37,2.45,0.5,2.87,0.39,0.68,1.4
389,0,Katlyn Chookagian,"5' 9""",125 lbs.,"68""",Orthodox,"Dec 28, 1988",4.0,0.3,3.8,0.64,0.0,0.0,0.57,0.2
390,0,Ion Cutelaba,"6' 1""",205 lbs.,"75""",Southpaw,"Dec 14, 1993",4.15,0.31,3.21,0.5,2.16,0.66,0.8,0.0
391,0,Mike Ciesnolevicz,"6' 0""",235 lbs.,--,Orthodox,"Oct 28, 1979",0.51,0.5,4.62,0.57,0.0,0.0,0.2,5.1
392,0,Murad Chunkaiev,"5' 11""",185 lbs.,--,Orthodox,--,0.85,0.16,3.41,0.66,8.53,1.0,0.0,0.0
394,0,Tim Catalfo,"5' 11""",235 lbs.,--,Orthodox,--,0.39,1.0,0.77,0.33,0.0,0.0,0.0,0.0
395,0,Everett Cummings,--,205 lbs.,--,,--,0.43,0.6,4.34,0.45,0.0,0.0,0.0,2.2
397,0,Chico Camus,"5' 6""",125 lbs.,"66""",Orthodox,"Jan 26, 1985",2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4
398,0,Andrew Craig,"6' 1""",170 lbs.,"76""",Orthodox,"Jan 15, 1986",2.39,0.4,3.01,0.5,0.53,0.37,0.72,0.0
399,0,Abel Cullum,"5' 7""",139 lbs.,--,Orthodox,"Apr 21, 1987",1.82,0.4,1.23,0.46,4.01,0.52,0.0,2.8
401,0,Heather Jo Clark,"5' 6""",115 lbs.,"64""",,"Sep 19, 1980",3.69,0.49,5.62,0.5,0.33,0.04,0.8,0.3
402,0,Yosdenis Cedeno,"5' 8""",155 lbs.,"69""",Orthodox,"Feb 12, 1985",1.64,0.29,1.6,0.67,0.0,0.0,0.31,0.3
403,0,Tim Caron,"6' 1""",185 lbs.,--,Orthodox,"Jul 24, 1987",0.59,0.5,6.9,0.12,0.0,0.0,0.0,0.0
404,0,Hong Man Choi,"7' 2""",330 lbs.,--,Orthodox,"Oct 30, 1980",1.32,0.26,1.46,0.36,0.71,1.0,0.84,0.0
405,0,Luke Cummo,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 27, 1980",1.74,0.43,1.5,0.59,0.89,0.55,0.42,1.4
407,0,Paul Creighton,"5' 6""",155 lbs.,--,Southpaw,"Jun 04, 1970",0.72,0.75,4.65,0.3,5.37,0.37,0.0,0.0
408,0,Will Campuzano,"5' 9""",125 lbs.,"70""",Orthodox,"May 27, 1986",2.43,0.31,3.82,0.57,0.88,0.45,0.48,0.2
409,0,Ivan Cole,"5' 9""",135 lbs.,--,,"Nov 30, 1990",2.68,0.36,4.69,0.46,0.0,0.0,0.0,0.0
411,0,Jeremiah Constant,"6' 1""",240 lbs.,--,Orthodox,"Jul 19, 1974",1.5,0.75,3.25,0.43,0.0,0.0,0.0,7.5
412,0,Roger Carroll,"5' 10""",170 lbs.,--,,--,7.62,0.61,10.48,0.43,0.0,0.0,1.0,0.0
413,0,Cynthia Calvillo,"5' 4""",115 lbs.,"64""",Orthodox,"Jul 13, 1987",3.29,0.37,3.29,0.65,1.59,0.5,0.69,2.5
414,0,Bryan Caraway,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 04, 1984",2.43,0.33,3.43,0.54,2.62,0.26,0.8,0.8
417,0,Shonie Carter,"5' 10""",170 lbs.,--,Southpaw,"May 03, 1972",1.62,0.36,2.32,0.47,0.75,0.66,0.75,0.0
418,0,Chris Cariaso,"5' 3""",125 lbs.,"63""",Southpaw,"May 27, 1981",3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8
419,0,Alberto Crane,"5' 5""",155 lbs.,--,Orthodox,"Jul 14, 1976",0.43,0.25,2.61,0.57,0.0,0.0,0.5,4.0
420,0,Henry Corrales,"5' 9""",145 lbs.,--,,--,4.12,0.41,5.84,0.55,0.0,0.0,0.69,0.0
421,0,Ryan Couture,"5' 10""",155 lbs.,"75""",Orthodox,"Aug 27, 1982",3.54,0.45,2.87,0.54,1.55,0.29,0.46,1.3
422,0,Chris Camozzi,"6' 2""",185 lbs.,"76""",Orthodox,"Nov 20, 1986",3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5
423,0,Josh Clopton,"5' 6""",145 lbs.,"68""",Orthodox,"Jul 11, 1981",1.6,0.64,2.87,0.5,2.0,0.66,0.75,0.0
424,0,Raul Castillo,"5' 11""",185 lbs.,--,Orthodox,--,1.47,0.48,3.27,0.6,0.0,0.0,0.0,0.0
425,0,Bobby Cooper,"6' 1""",155 lbs.,--,,--,2.87,0.25,3.4,0.59,0.0,0.0,0.4,1.0
429,0,Alex Caceres,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 20, 1988",3.86,0.49,2.78,0.63,0.57,0.75,0.59,0.8
431,0,Jamie Colleen,"5' 3""",115 lbs.,"65""",Orthodox,"Nov 02, 1985",2.58,0.49,3.53,0.37,1.02,1.0,0.4,3.1
432,0,Mike Campbell,"5' 9""",155 lbs.,--,Southpaw,--,1.4,0.26,1.4,0.63,5.26,1.0,0.0,0.0
433,0,Fabricio Camoes,"5' 10""",155 lbs.,"73""",Orthodox,"Dec 23, 1978",1.29,0.33,1.85,0.61,2.34,0.32,0.2,1.5
435,0,Richard Crunkilton,"5' 7""",155 lbs.,--,Orthodox,"Nov 25, 1979",1.97,0.41,1.66,0.58,4.68,0.61,0.65,1.5
436,0,Mike Cook,"6' 1""",205 lbs.,--,Orthodox,--,1.72,0.49,2.4,0.46,1.03,0.33,0.55,2.1
437,0,Gil Castillo,"5' 9""",170 lbs.,--,Southpaw,"Oct 21, 1965",0.6,0.45,2.22,0.44,3.33,0.45,0.5,0.0
438,0,Yan Cabral,"5' 11""",155 lbs.,"73""",Orthodox,"May 13, 1983",2.02,0.47,1.98,0.62,2.89,0.35,0.37,1.2
439,0,Albert Cheng,"5' 11""",170 lbs.,--,Orthodox,"Feb 07, 1985",1.0,0.41,2.6,0.71,0.0,0.0,0.0,0.0
440,0,Wesley Correira,"6' 3""",260 lbs.,--,Orthodox,"Nov 11, 1978",2.6,0.36,8.8,0.4,0.0,0.0,0.9,0.0
441,0,Kit Cope,"6' 0""",170 lbs.,--,Orthodox,"Mar 17, 1977",1.18,0.52,2.12,0.35,0.0,0.0,0.5,3.5
442,0,Antonio Carvalho,"5' 9""",145 lbs.,"68""",Orthodox,"May 30, 1979",3.03,0.29,3.62,0.64,0.0,0.0,1.0,0.0
443,0,Rashad Coulter,"5' 11""",245 lbs.,"76""",Orthodox,"Nov 27, 1981",3.74,0.5,7.02,0.52,0.0,0.0,0.57,0.0
444,0,Carlos Candelario,"5' 8""",125 lbs.,"67""",Southpaw,"Jun 04, 1991",3.87,0.47,1.67,0.57,0.0,0.0,0.46,0.0
446,0,Jake Collier,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 25, 1988",4.15,0.39,3.69,0.52,0.72,0.23,0.67,0.5
447,0,Nathan Coy,"5' 10""",170 lbs.,"69""",Southpaw,"Jul 24, 1978",3.88,0.52,2.4,0.61,3.17,0.47,0.5,0.0
448,0,Roan Carneiro,"5' 11""",170 lbs.,"74""",Orthodox,"Jun 02, 1978",1.46,0.46,1.82,0.62,3.05,0.42,0.83,1.4
449,0,Jenna Castillo,"5' 2""",125 lbs.,--,,"May 05, 1982",3.24,0.56,2.01,0.57,1.68,1.0,1.0,0.0
450,0,Shane Carwin,"6' 2""",265 lbs.,"80""",Orthodox,"Jan 04, 1975",4.38,0.47,3.53,0.53,1.42,0.33,0.42,0.0
453,0,John Castaneda,"5' 7""",135 lbs.,"70""",Switch,"Dec 18, 1991",3.2,0.46,1.87,0.71,2.0,0.28,0.66,0.0
454,0,JC Cottrell,"5' 9""",155 lbs.,"71""",Orthodox,"Nov 04, 1989",0.79,0.25,2.75,0.45,0.79,1.0,0.5,0.0
455,0,Brian Cobb,"5' 11""",155 lbs.,--,Orthodox,--,0.0,0.0,3.68,0.55,5.81,0.5,0.0,0.0
456,0,Mitch Clarke,"5' 10""",155 lbs.,"73""",Orthodox,"Nov 24, 1985",2.35,0.34,3.27,0.47,0.64,0.15,0.5,0.4
457,0,John Cofer,"5' 9""",155 lbs.,"73""",Southpaw,"Apr 29, 1984",2.73,0.41,3.43,0.62,1.22,0.5,0.64,0.0
458,0,Magnus Cedenblad,"6' 5""",185 lbs.,"79""",Orthodox,"Apr 10, 1982",2.38,0.51,3.02,0.4,2.87,0.64,0.66,1.0
459,0,Priscila Cachoeira,"5' 7""",125 lbs.,"65""",Orthodox,"Aug 19, 1988",0.21,0.16,10.09,0.15,0.0,0.0,0.0,0.0
460,0,Carlos Condit,"6' 2""",170 lbs.,"75""",Orthodox,"Apr 26, 1984",3.62,0.39,2.36,0.57,0.59,0.55,0.37,1.1
462,0,Michael Cora,"6' 1""",170 lbs.,"77""",Southpaw,"Aug 24, 1989",0.8,0.28,0.13,0.66,0.0,0.0,0.25,0.0
463,0,Rich Clementi,"5' 9""",155 lbs.,"72""",Southpaw,"Mar 31, 1976",1.43,0.37,2.29,0.6,1.72,0.42,0.25,1.1
464,0,Ernest Chavez,"5' 8""",145 lbs.,"70""",Orthodox,"Jun 27, 1983",2.79,0.4,3.89,0.59,0.89,0.33,0.5,0.0
466,0,Ronaldo Candido,"5' 6""",125 lbs.,--,Southpaw,"Apr 24, 1989",1.67,0.42,3.87,0.52,8.0,0.53,0.0,5.0
467,0,Renato Moicano,"5' 11""",145 lbs.,"72""",Orthodox,"May 21, 1989",5.82,0.47,3.37,0.69,1.13,0.55,0.76,0.2
468,0,Danny Castillo,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1979",2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2
469,0,Colby Covington,"5' 11""",170 lbs.,"72""",Orthodox,"Feb 22, 1988",3.26,0.38,2.2,0.57,5.63,0.51,0.78,0.2
471,0,Derek Campos,"5' 9""",155 lbs.,--,,"Apr 01, 1988",2.41,0.23,10.34,0.44,0.0,0.0,0.0,0.0
